Name,Slug,Collection ID,Item ID,Created On,Updated On,Published On,Image,Hi-Res Image,Width (in Inches),Height (in Inches),Medium / Material,Price (in USD),Availability,Short Description or Notes,"Full Description, Information, or Custom Content",Recognition,Collection,Order,Feature on Homepage?,Featured Video,Featured Video On?
Faces 2,faces-2,632b56d98acca70c72830aa4,632b56d98acca73577830bc0,Wed Aug 03 2022 16:40:10 GMT+0000 (Coordinated Universal Time),Wed Aug 03 2022 16:40:10 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaa4db34a1ecc6f2a3423e_Jerome_Tupa_Faces_2_19x26.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaa4dd2ffcb79a6df5c340_Jerome_Tupa_Faces_2_19x26.jpg,19,26,,,,,,,,,false,,false
Faces 20,faces-20,632b56d98acca70c72830aa4,632b56d98acca71925830bd3,Wed Aug 03 2022 17:00:26 GMT+0000 (Coordinated Universal Time),Wed Aug 03 2022 17:00:26 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaa99f8d8e521789fdf843_Jerome_Tupa_Faces_20_24x31.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaa9a13d4d687cbce67b47_Jerome_Tupa_Faces_20_24x31.jpg,24,31,,,,,,,,,false,,false
Faces 21,faces-21,632b56d98acca70c72830aa4,632b56d98acca75168830bd4,Wed Aug 03 2022 17:00:51 GMT+0000 (Coordinated Universal Time),Wed Aug 03 2022 17:00:51 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaa9b5e6ee0f083ff9c4fc_Jerome_Tupa_Faces_21_22x31.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaa9b80b34fe3d08d197f3_Jerome_Tupa_Faces_21_22x31.jpg,22,31,,,,,,,,,false,,false
Faces 22,faces-22,632b56d98acca70c72830aa4,632b56d98acca75057830bd5,Wed Aug 03 2022 17:01:19 GMT+0000 (Coordinated Universal Time),Wed Aug 03 2022 17:01:19 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaa9d357283e1cfc7769eb_Jerome_Tupa_Faces_22_22x31.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaa9d58192a8ccd484acce_Jerome_Tupa_Faces_22_22x31.jpg,22,31,,,,,,,,,false,,false
Faces 23,faces-23,632b56d98acca70c72830aa4,632b56d98acca74d92830bd6,Wed Aug 03 2022 17:01:44 GMT+0000 (Coordinated Universal Time),Wed Aug 03 2022 17:01:44 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaa9ec27d1872497b32f1a_Jerome_Tupa_Faces_23_22x30.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaa9ee06ceec35a12ac988_Jerome_Tupa_Faces_23_22x30.jpg,22,30,,,,,,,,,false,,false
Faces 24,faces-24,632b56d98acca70c72830aa4,632b56d98acca761e5830bd7,Wed Aug 03 2022 17:02:11 GMT+0000 (Coordinated Universal Time),Wed Aug 03 2022 17:02:11 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaaa0406ceecccce2aca4e_Jerome_Tupa_Faces_24_23x31.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaaa079a97c77dc54927ae_Jerome_Tupa_Faces_24_23x31.jpg,23,31,,,,,,,,,false,,false
Faces 25,faces-25,632b56d98acca70c72830aa4,632b56d98acca7fd65830bd8,Wed Aug 03 2022 17:03:45 GMT+0000 (Coordinated Universal Time),Wed Aug 03 2022 17:03:45 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaaa1c1233ddadb5d524e6_Jerome_Tupa_Faces_25_22x30.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaaa1ecdc19d5a14e80a09_Jerome_Tupa_Faces_25_22x30.jpg,22,30,,,,,,,,,false,,false
Faces 26,faces-26,632b56d98acca70c72830aa4,632b56d98acca7d8b1830bd9,Wed Aug 03 2022 17:04:28 GMT+0000 (Coordinated Universal Time),Wed Aug 03 2022 17:04:28 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaaa8d236e96e6b0e2516c_Jerome_Tupa_Faces_26_2231.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaaa8f40c22755d888c313_Jerome_Tupa_Faces_26_2231.jpg,22,31,,,,,,,,,false,,false
Faces 27,faces-27,632b56d98acca70c72830aa4,632b56d98acca7a480830bdb,Wed Aug 03 2022 17:04:56 GMT+0000 (Coordinated Universal Time),Wed Aug 03 2022 17:04:56 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaaaa840c227e51888c42b_Jerome_Tupa_Faces_27_23x31.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaaaaa11e46c8692f5a4ac_Jerome_Tupa_Faces_27_23x31.jpg,23,31,,,,,,,,,false,,false
Faces 3,faces-3,632b56d98acca70c72830aa4,632b56d98acca7c2d4830bc1,Wed Aug 03 2022 16:49:38 GMT+0000 (Coordinated Universal Time),Wed Aug 03 2022 16:49:38 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaa718e8719912a096e30b_Jerome_Tupa_Faces_3_19x26.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaa71a3d4d687870e666e9_Jerome_Tupa_Faces_3_19x26.jpg,19,26,,,,,,,,,false,,false
Faces 4,faces-4,632b56d98acca70c72830aa4,632b56d98acca75569830bc2,Wed Aug 03 2022 16:50:06 GMT+0000 (Coordinated Universal Time),Wed Aug 03 2022 16:50:06 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaa72ecdc19d08c4e7dfb5_Jerome_Tupa_Faces_4_19x26.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaa7318d8e5258dbfdd686_Jerome_Tupa_Faces_4_19x26.jpg,19,26,,,,,,,,,false,,false
Faces 5,faces-5,632b56d98acca70c72830aa4,632b56d98acca7585d830bc3,Wed Aug 03 2022 16:50:35 GMT+0000 (Coordinated Universal Time),Wed Aug 03 2022 16:50:35 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaa7502ffcb7657ef5e7af_Jerome_Tupa_Faces_5_19x26.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaa75214e645d3d1d7dfc2_Jerome_Tupa_Faces_5_19x26.jpg,19,26,,,,,,,,,false,,false
Faces 6,faces-6,632b56d98acca70c72830aa4,632b56d98acca7e038830bc4,Wed Aug 03 2022 16:51:03 GMT+0000 (Coordinated Universal Time),Wed Aug 03 2022 16:51:03 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaa76e06ceec231e2aaf1e_Jerome_Tupa_Faces_6_19x26.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaa7709cd0d6fcd36818fa_Jerome_Tupa_Faces_6_19x26.jpg,19,26,,,,,,,,,false,,false
Faces 7,faces-7,632b56d98acca70c72830aa4,632b56d98acca71f94830bc5,Wed Aug 03 2022 16:51:28 GMT+0000 (Coordinated Universal Time),Wed Aug 03 2022 16:51:28 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaa7845b65fc36cc51cbd9_Jerome_Tupa_Faces_7_22x31.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaa786eed80f1aa346fedc_Jerome_Tupa_Faces_7_22x31.jpg,22,31,,,,,,,,,false,,false
Faces 8,faces-8,632b56d98acca70c72830aa4,632b56d98acca73400830bc6,Wed Aug 03 2022 16:51:52 GMT+0000 (Coordinated Universal Time),Wed Aug 03 2022 16:51:52 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaa79b1da50fd1d5523271_Jerome_Tupa_Faces_8_22x31.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaa79db21df9a1fd3f1645_Jerome_Tupa_Faces_8_22x31.jpg,22,31,,,,,,,,,false,,false
Faces 9,faces-9,632b56d98acca70c72830aa4,632b56d98acca74256830bc7,Wed Aug 03 2022 16:52:25 GMT+0000 (Coordinated Universal Time),Wed Aug 03 2022 16:52:25 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaa7b58d8e52a434fdda3f_Jerome_Tupa_Faces_9_22x31.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaa7b72e999a7d98ee9d2c_Jerome_Tupa_Faces_9_22x31.jpg,22,31,,,,,,,,,false,,false
Fission,fission,632b56d98acca70c72830aa4,632b56d98acca7b913830bdc,Wed Aug 03 2022 17:05:19 GMT+0000 (Coordinated Universal Time),Wed Aug 03 2022 17:05:19 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaaac53f3e892cc50ebf69_Jerome_Tupa_Fission_84x108.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaaac757283ed311777eff_Jerome_Tupa_Fission_84x108.jpg,84,108,,,,,,,,,false,,false
Flower 1,flower-1,632b56d98acca70c72830aa4,632b56d98acca74a9f830bde,Wed Aug 03 2022 17:11:00 GMT+0000 (Coordinated Universal Time),Wed Aug 03 2022 17:11:00 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaac11b39e95908687e68c_Jerome_Tupa_Flower_1_26x41.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaac168d8e522284fe1f42_Jerome_Tupa_Flower_1_26x41.jpg,26,41,,,,,,,,,false,,false
"Fortified Palace, Cuimbra",fortified-palace-cuimbra,632b56d98acca70c72830aa4,632b56d98acca781df830bdf,Wed Aug 03 2022 17:11:43 GMT+0000 (Coordinated Universal Time),Wed Aug 03 2022 17:11:43 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaac3127d187604fb34549_Jerome_Tupa_Fortified_Palace_Cuimbra_31x23.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaac33fb36048162f21b01_Jerome_Tupa_Fortified_Palace_Cuimbra_31x23.jpg,31,23,,,,,,,,,false,,false
"Fortress, Guadalupe",fortress-guadalupe,632b56d98acca70c72830aa4,632b56d98acca77618830be0,Wed Aug 03 2022 17:13:11 GMT+0000 (Coordinated Universal Time),Wed Aug 03 2022 17:13:11 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaac5c06ceec7dcb2aee6c_Jerome_Tupa_Fortress_Guadalupe_31x23.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaac5f1233dd40a1d535e3_Jerome_Tupa_Fortress_Guadalupe_31x23.jpg,31,23,,,,,,,,,false,,false
Friendly Minarets,friendly-minarets,632b56d98acca70c72830aa4,632b56d98acca73443830be3,Wed Aug 03 2022 17:15:56 GMT+0000 (Coordinated Universal Time),Thu Sep 29 2022 14:57:51 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaad3b2e999a6c7beef9f3_Jerome_Tupa_Friendly_Minarets_76x64.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaad3e9cd0d6145b686a73_Jerome_Tupa_Friendly_Minarets_76x64.jpg,76,64,,,,,,,pilgrimage-to-the-holy-lands,,false,,false
"From My Balcony: Dome of the Rock & Holy Sepulcher, Jerusalem",from-my-balcony-dome-of-the-rock-holy-sepulcher-jerusalem,632b56d98acca70c72830aa4,632b56d98acca775f1830be4,Wed Aug 03 2022 17:17:16 GMT+0000 (Coordinated Universal Time),Tue Oct 11 2022 16:48:58 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaad5bcc43487f554fe414_Jerome_Tupa_From_My_Balcony_Jerusalem_Dome_of_the_Rock_and_Holy_Sepulcher_48x36.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaad5d5b1b2c3521533a28_Jerome_Tupa_From_My_Balcony_Jerusalem_Dome_of_the_Rock_and_Holy_Sepulcher_48x36.jpg,48,36,,,,,,,pilgrimage-to-the-holy-lands,,false,,false
From My Window,from-my-window,632b56d98acca70c72830aa4,632b56d98acca72f5d830be5,Wed Aug 03 2022 17:17:48 GMT+0000 (Coordinated Universal Time),Wed Aug 03 2022 17:17:48 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaada940c2273bbc88e2a0_Jerome_Tupa_From_My_Window_35x30.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaadab27d1875466b35b38_Jerome_Tupa_From_My_Window_35x30.jpg,35,30,,,,,,,,,false,,false
Gauche 1,gauche-1,632b56d98acca70c72830aa4,632b56d98acca7660e830be6,Wed Aug 03 2022 17:18:18 GMT+0000 (Coordinated Universal Time),Wed Aug 03 2022 17:18:18 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaadc735209b05db75c8e1_Jerome_Tupa_Gauche_1_27x42.jpg.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaadc920e26dea84885541_Jerome_Tupa_Gauche_1_27x42.jpg.jpg,27,42,,,,,,,,,false,,false
Gauche 2,gauche-2,632b56d98acca70c72830aa4,632b56d98acca74ebe830be7,Wed Aug 03 2022 17:18:44 GMT+0000 (Coordinated Universal Time),Wed Aug 03 2022 17:18:44 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaade5eed80f0d3d473b67_Jerome_Tupa_Gauche_2_30x42.jpg.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaade8a6c39173a2c3a936_Jerome_Tupa_Gauche_2_30x42.jpg.jpg,30,42,,,,,,,,,false,,false
Genesis 3,genesis-3,632b56d98acca70c72830aa4,632b56d98acca7eb92830be8,Wed Aug 03 2022 17:19:15 GMT+0000 (Coordinated Universal Time),Wed Aug 03 2022 17:19:15 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaae02503e2d766e1596a9_Jerome_Tupa_Genesis_3_22x30.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaae0392c2c1f564908799_Jerome_Tupa_Genesis_3_22x30.jpg,22,30,,,,,,,,,false,,false
Genesis 4,genesis-4,632b56d98acca70c72830aa4,632b56d98acca7cbc7830be9,Wed Aug 03 2022 17:19:39 GMT+0000 (Coordinated Universal Time),Wed Aug 03 2022 17:19:39 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaae1d27d1871fdab360b2_Jerome_Tupa_Genesis_4_22X30.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaae1f9e7e7333c7925d82_Jerome_Tupa_Genesis_4_22X30.jpg,22,30,,,,,,,,,false,,false
Genesis 7,genesis-7,632b56d98acca70c72830aa4,632b56d98acca74ac5830bea,Wed Aug 03 2022 17:20:06 GMT+0000 (Coordinated Universal Time),Wed Aug 03 2022 17:20:06 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaae3827d1874c85b361a2_Jerome_Tupa_Genesis_7_23x30.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaae3ab39e9576da87fa6b_Jerome_Tupa_Genesis_7_23x30.jpg,23,30,,,,,,,,,false,,false
Genesis 8,genesis-8,632b56d98acca70c72830aa4,632b56d98acca7f03a830bec,Wed Aug 03 2022 17:20:38 GMT+0000 (Coordinated Universal Time),Wed Aug 03 2022 17:20:38 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaae589cd0d6f7b66876fc_Jerome_Tupa_Genesis_8_23x30.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaae5a3f3e899d870ef8ca_Jerome_Tupa_Genesis_8_23x30.jpg,22,30,,,,,,,,,false,,false
Genesis 9,genesis-9,632b56d98acca70c72830aa4,632b56d98acca7bd7b830bed,Wed Aug 03 2022 17:21:02 GMT+0000 (Coordinated Universal Time),Wed Aug 03 2022 17:21:02 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaae71eed80f5e36473de8_Jerome_Tupa_Genesis_9_20x14.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaae7392c2c11e4c908ea1_Jerome_Tupa_Genesis_9_20x14.jpg,20,14,,,,,,,,,false,,false
Germandespres,germandespres,632b56d98acca70c72830aa4,632b56d98acca7f864830bee,Wed Aug 03 2022 17:21:38 GMT+0000 (Coordinated Universal Time),Wed Aug 03 2022 17:21:38 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaae8a9f8061ca6094a244_Jerome_Tupa_Germandespres_31x23.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaae8c7a914e10cdb6a2e3_Jerome_Tupa_Germandespres_31x23.jpg,31,23,,,,,,,,,false,,false
Guadalupe,guadalupe,632b56d98acca70c72830aa4,632b56d98acca745b6830bf1,Wed Aug 03 2022 17:23:09 GMT+0000 (Coordinated Universal Time),Wed Aug 03 2022 17:23:09 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaaef657283ed0f577af6d_Jerome_Tupa_Guadalupe_30x22.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaaef814e6453a0fd86394_Jerome_Tupa_Guadalupe_30x22.jpg,30,22,,,,,,,,,false,,false
Hagia Sofia 2,hagia-sofia-2,632b56d98acca70c72830aa4,632b56d98acca74de5830bf3,Wed Aug 03 2022 17:24:37 GMT+0000 (Coordinated Universal Time),Tue Oct 11 2022 16:49:54 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaaf45a6c391c21fc3bf5e_Jerome_Tupa_Hagia_Sofia_2_30x23.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaaf4634a1ec51a4a3cea8_Jerome_Tupa_Hagia_Sofia_2_30x23.jpg,30,23,,,,,,,pilgrimage-to-the-holy-lands,,false,,false
Hagia Sofia 4,hagia-sofia-4,632b56d98acca70c72830aa4,632b56d98acca7f3ae830bf4,Wed Aug 03 2022 17:25:08 GMT+0000 (Coordinated Universal Time),Tue Oct 11 2022 16:50:05 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaaf619cd0d6823f688215_Jerome_Tupa_Hagia_Sofia_4_30x23.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaaf6428dbd4ec14a249b9_Jerome_Tupa_Hagia_Sofia_4_30x23.jpg,30,23,,,,,,,pilgrimage-to-the-holy-lands,,false,,false
Hagia Sofia: East Entrance,hagia-sofia-east-entrance,632b56d98acca70c72830aa4,632b56d98acca71bfe830bf5,Wed Aug 03 2022 17:25:45 GMT+0000 (Coordinated Universal Time),Tue Oct 11 2022 16:50:32 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaaf7e9e7e73aa76926747_Jerome_Tupa_Hagia_Sofia_East_Entrance_30x23.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaaf8111e46cc257f5d836_Jerome_Tupa_Hagia_Sofia_East_Entrance_30x23.jpg,30,23,,,,,,,pilgrimage-to-the-holy-lands,,false,,false
Hagia Sophia,hagia-sophia,632b56d98acca70c72830aa4,632b56d98acca73c58830ba9,Wed Aug 03 2022 16:23:07 GMT+0000 (Coordinated Universal Time),Tue Aug 16 2022 20:19:33 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaa0b3dbd70fd5d6a9e671_Jerome_Tupa_Constantinople_Hagia_Sophia_64x59.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaa0b6eaebaf1a6189473e_Jerome_Tupa_Constantinople_Hagia_Sophia_64x59.jpg,64,58,Oil on Canvas,,,,<p>Series “Painting the Middle East” &nbsp;This building is one of the most important structures in the world. &nbsp;It was constructed in the 5th century as a Christian basilica and used as a place of Christian worship for a thousand years until the fall of Constantinople when it was converted to use as a mosque.</p>,,,,false,,false
Head & Breasts,head-breasts,632b56d98acca70c72830aa4,632b56d98acca7eabe830bf6,Wed Aug 03 2022 17:26:24 GMT+0000 (Coordinated Universal Time),Wed Aug 03 2022 17:26:24 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaafabcdc19d4f0de8417c_Jerome_Tupa_Head_and_Breasts_46x38.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaafad236e96db06e2ac83_Jerome_Tupa_Head_and_Breasts_46x38.jpg,46,38,,,,,,,,,false,,false
Heart of the Shrine,heart-of-the-shrine,632b56d98acca70c72830aa4,632b56d98acca7fd17830bf7,Wed Aug 03 2022 17:26:56 GMT+0000 (Coordinated Universal Time),Wed Aug 03 2022 17:26:56 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaafcce8719909f8973884_Jerome_Tupa_Heart_of_the_Shrine_76x63.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaafce35209b6daf75e8a2_Jerome_Tupa_Heart_of_the_Shrine_76x63.jpg,76,63,,,,,,,,,false,,false
Holy Family Bicycle,holy-family-bicycle,632b56d98acca70c72830aa4,632b56d98acca71385830bf8,Wed Aug 03 2022 17:27:25 GMT+0000 (Coordinated Universal Time),Wed Aug 03 2022 17:27:25 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaaff2629b6876fd11dda7_Jerome_Tupa_Holy_Family_Bicycle_59x75.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eaaff492c2c15fef90a0d9_Jerome_Tupa_Holy_Family_Bicycle_59x75.jpg,59,75,,,,,,,,,false,,false
Hosea Lukas,hosea-lukas,632b56d98acca70c72830aa4,632b56d98acca78d4d830bf9,Wed Aug 03 2022 17:28:38 GMT+0000 (Coordinated Universal Time),Tue Oct 11 2022 16:51:36 GMT+0000 (Coordinated Universal Time),Thu Oct 03 2024 02:38:25 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eab032e871994d75973c1f_Jerome_Tupa_Hosea_Lukas_16x13.jpg,https://uploads-ssl.webflow.com/62b4e6d24c3ed069cd0b4805/62eab0351233dd7525d5617e_Jerome_Tupa_Hosea_Lukas_16x13.jpg,16,13,,,,,,,pilgrimage-to-the-holy-lands,,false,,false
